time,Ask Close,Bid Close
2017-01-02T22:00:00.000000000Z,9.54167,9.52850
2017-01-03T22:00:00.000000000Z,9.55763,9.54533
2017-01-04T22:00:00.000000000Z,9.54979,9.52993
2017-01-05T22:00:00.000000000Z,9.56329,9.51829
2017-01-08T22:00:00.000000000Z,9.57194,9.55905
2017-01-09T22:00:00.000000000Z,9.59315,9.57961
2017-01-10T22:00:00.000000000Z,9.55855,9.54542
2017-01-11T22:00:00.000000000Z,9.50415,9.49577
2017-01-12T22:00:00.000000000Z,9.51110,9.45544
2017-01-15T22:00:00.000000000Z,9.49377,9.48361
2017-01-16T22:00:00.000000000Z,9.52272,9.51248
2017-01-17T22:00:00.000000000Z,9.52330,9.51033
2017-01-18T22:00:00.000000000Z,9.54990,9.53782
2017-01-19T22:00:00.000000000Z,9.51409,9.49311
2017-01-22T22:00:00.000000000Z,9.51129,9.49730
2017-01-23T22:00:00.000000000Z,9.49941,9.49075
2017-01-24T22:00:00.000000000Z,9.48300,9.47316
2017-01-25T22:00:00.000000000Z,9.44780,9.43873
2017-01-26T22:00:00.000000000Z,9.49347,9.43604
2017-01-29T22:00:00.000000000Z,9.45380,9.43850
2017-01-30T22:00:00.000000000Z,9.44495,9.43550
2017-01-31T22:00:00.000000000Z,9.43165,9.41749
2017-02-01T22:00:00.000000000Z,9.42064,9.40897
2017-02-02T22:00:00.000000000Z,9.46882,9.43044
2017-02-05T22:00:00.000000000Z,9.49303,9.47870
2017-02-06T22:00:00.000000000Z,9.48586,9.47663
2017-02-07T22:00:00.000000000Z,9.45733,9.44884
2017-02-08T22:00:00.000000000Z,9.49535,9.48038
2017-02-09T22:00:00.000000000Z,9.49849,9.48267
2017-02-12T22:00:00.000000000Z,9.48138,9.46895
2017-02-13T22:00:00.000000000Z,9.45650,9.44349
2017-02-14T22:00:00.000000000Z,9.45988,9.45152
2017-02-15T22:00:00.000000000Z,9.46180,9.45187
2017-02-16T22:00:00.000000000Z,9.47069,9.44700
2017-02-19T22:00:00.000000000Z,9.48965,9.47763
2017-02-20T22:00:00.000000000Z,9.46266,9.45426
2017-02-21T22:00:00.000000000Z,9.48133,9.46958
2017-02-22T22:00:00.000000000Z,9.52397,9.50748
2017-02-23T22:00:00.000000000Z,9.55760,9.53167
2017-02-26T22:00:00.000000000Z,9.60065,9.59020
2017-02-27T22:00:00.000000000Z,9.56105,9.55631
2017-02-28T22:00:00.000000000Z,9.54656,9.54212
2017-03-01T22:00:00.000000000Z,9.54951,9.54125
2017-03-02T22:00:00.000000000Z,9.54490,9.53336
2017-03-05T22:00:00.000000000Z,9.54685,9.53887
2017-03-06T22:00:00.000000000Z,9.52378,9.51924
2017-03-07T22:00:00.000000000Z,9.54855,9.54415
2017-03-08T22:00:00.000000000Z,9.57148,9.56548
2017-03-09T22:00:00.000000000Z,9.63330,9.59987
2017-03-12T21:00:00.000000000Z,9.52755,9.52479
2017-03-13T21:00:00.000000000Z,9.51689,9.50870
2017-03-14T21:00:00.000000000Z,9.51940,9.50947
2017-03-15T21:00:00.000000000Z,9.49764,9.49169
2017-03-16T21:00:00.000000000Z,9.50140,9.47517
2017-03-19T21:00:00.000000000Z,9.47661,9.47300
2017-03-20T21:00:00.000000000Z,9.51608,9.50553
2017-03-21T21:00:00.000000000Z,9.50233,9.49758
2017-03-22T21:00:00.000000000Z,9.52672,9.52106
2017-03-23T21:00:00.000000000Z,9.53638,9.49128
2017-03-26T21:00:00.000000000Z,9.55419,9.54246
2017-03-27T21:00:00.000000000Z,9.55430,9.54685
2017-03-28T21:00:00.000000000Z,9.54976,9.54392
2017-03-29T21:00:00.000000000Z,9.54954,9.54346
2017-03-30T21:00:00.000000000Z,9.57167,9.54024
2017-04-02T21:00:00.000000000Z,9.56143,9.54923
2017-04-03T21:00:00.000000000Z,9.61952,9.61040
2017-04-04T21:00:00.000000000Z,9.58837,9.58160
2017-04-05T21:00:00.000000000Z,9.60964,9.60247
2017-04-06T21:00:00.000000000Z,9.61691,9.59598
2017-04-09T21:00:00.000000000Z,9.62061,9.61621
2017-04-10T21:00:00.000000000Z,9.61130,9.60404
2017-04-11T21:00:00.000000000Z,9.57770,9.56990
2017-04-12T21:00:00.000000000Z,9.60056,9.59487
2017-04-13T21:00:00.000000000Z,9.61032,9.58299
2017-04-16T21:00:00.000000000Z,9.57830,9.57280
2017-04-17T21:00:00.000000000Z,9.61240,9.60718
2017-04-18T21:00:00.000000000Z,9.61369,9.60790
2017-04-19T21:00:00.000000000Z,9.63327,9.62760
2017-04-20T21:00:00.000000000Z,9.67288,9.63641
2017-04-23T21:00:00.000000000Z,9.63053,9.62310
2017-04-24T21:00:00.000000000Z,9.59944,9.57560
2017-04-25T21:00:00.000000000Z,9.55930,9.55131
2017-04-26T21:00:00.000000000Z,9.60833,9.60290
2017-04-27T21:00:00.000000000Z,9.65785,9.63644
2017-04-30T21:00:00.000000000Z,9.64872,9.64020
2017-05-01T21:00:00.000000000Z,9.62465,9.62035
2017-05-02T21:00:00.000000000Z,9.63799,9.62670
2017-05-03T21:00:00.000000000Z,9.70346,9.69810
2017-05-04T21:00:00.000000000Z,9.69985,9.64150
2017-05-07T21:00:00.000000000Z,9.66541,9.65963
2017-05-08T21:00:00.000000000Z,9.67040,9.66315
2017-05-09T21:00:00.000000000Z,9.70045,9.69428
2017-05-10T21:00:00.000000000Z,9.65168,9.64690
2017-05-11T21:00:00.000000000Z,9.65509,9.64320
2017-05-14T21:00:00.000000000Z,9.69600,9.68806
2017-05-15T21:00:00.000000000Z,9.74596,9.73550
2017-05-16T21:00:00.000000000Z,9.74952,9.74110
2017-05-17T21:00:00.000000000Z,9.78260,9.77402
2017-05-18T21:00:00.000000000Z,9.78630,9.77205
2017-05-21T21:00:00.000000000Z,9.77519,9.75980
2017-05-22T21:00:00.000000000Z,9.74036,9.73489
2017-05-23T21:00:00.000000000Z,9.72920,9.72370
2017-05-24T21:00:00.000000000Z,9.74051,9.73510
2017-05-25T21:00:00.000000000Z,9.74066,9.70034
2017-05-28T21:00:00.000000000Z,9.72150,9.71451
2017-05-29T21:00:00.000000000Z,9.76159,9.75551
2017-05-30T21:00:00.000000000Z,9.77340,9.76442
2017-05-31T21:00:00.000000000Z,9.74340,9.73501
2017-06-01T21:00:00.000000000Z,9.73340,9.71908
2017-06-04T21:00:00.000000000Z,9.74268,9.73330
2017-06-05T21:00:00.000000000Z,9.77442,9.76930
2017-06-06T21:00:00.000000000Z,9.78570,9.77960
2017-06-07T21:00:00.000000000Z,9.77078,9.76490
2017-06-08T21:00:00.000000000Z,9.76500,9.75082
2017-06-11T21:00:00.000000000Z,9.80180,9.79560
2017-06-12T21:00:00.000000000Z,9.74786,9.74423
2017-06-13T21:00:00.000000000Z,9.76822,9.75900
2017-06-14T21:00:00.000000000Z,9.75793,9.75050
2017-06-15T21:00:00.000000000Z,9.76105,9.73823
2017-06-18T21:00:00.000000000Z,9.75540,9.74360
2017-06-19T21:00:00.000000000Z,9.78168,9.77648
2017-06-20T21:00:00.000000000Z,9.78346,9.75960
2017-06-21T21:00:00.000000000Z,9.76103,9.75453
2017-06-22T21:00:00.000000000Z,9.77466,9.74889
2017-06-25T21:00:00.000000000Z,9.75494,9.74630
2017-06-26T21:00:00.000000000Z,9.77540,9.75874
2017-06-27T21:00:00.000000000Z,9.72430,9.71929
2017-06-28T21:00:00.000000000Z,9.69076,9.66942
2017-06-29T21:00:00.000000000Z,9.64590,9.61627
2017-07-02T21:00:00.000000000Z,9.65084,9.64520
2017-07-03T21:00:00.000000000Z,9.68263,9.66599
2017-07-04T21:00:00.000000000Z,9.64129,9.62700
2017-07-05T21:00:00.000000000Z,9.64874,9.64019
2017-07-06T21:00:00.000000000Z,9.61305,9.60360
2017-07-09T21:00:00.000000000Z,9.61608,9.59980
2017-07-10T21:00:00.000000000Z,9.63571,9.63019
2017-07-11T21:00:00.000000000Z,9.61146,9.60190
2017-07-12T21:00:00.000000000Z,9.53096,9.52410
2017-07-13T21:00:00.000000000Z,9.53465,9.52219
2017-07-16T21:00:00.000000000Z,9.52190,9.50775
2017-07-17T21:00:00.000000000Z,9.60073,9.58380
2017-07-18T21:00:00.000000000Z,9.56465,9.55878
2017-07-19T21:00:00.000000000Z,9.56715,9.56250
2017-07-20T21:00:00.000000000Z,9.62658,9.60028
2017-07-23T21:00:00.000000000Z,9.56920,9.56058
2017-07-24T21:00:00.000000000Z,9.56343,9.55772
2017-07-25T21:00:00.000000000Z,9.59080,9.58230
2017-07-26T21:00:00.000000000Z,9.59791,9.58800
2017-07-27T21:00:00.000000000Z,9.55205,9.52762
2017-07-30T21:00:00.000000000Z,9.55660,9.55024
2017-07-31T21:00:00.000000000Z,9.57420,9.56865
2017-08-01T21:00:00.000000000Z,9.60583,9.59910
2017-08-02T21:00:00.000000000Z,9.61960,9.61261
2017-08-03T21:00:00.000000000Z,9.59783,9.58255
2017-08-06T21:00:00.000000000Z,9.62299,9.60460
2017-08-07T21:00:00.000000000Z,9.61570,9.60205
2017-08-08T21:00:00.000000000Z,9.61970,9.61084
2017-08-09T21:00:00.000000000Z,9.58130,9.57247
2017-08-10T21:00:00.000000000Z,9.61756,9.58601
2017-08-13T21:00:00.000000000Z,9.56486,9.54887
2017-08-14T21:00:00.000000000Z,9.47775,9.47072
2017-08-15T21:00:00.000000000Z,9.51017,9.50040
2017-08-16T21:00:00.000000000Z,9.54565,9.53717
2017-08-17T21:00:00.000000000Z,9.55405,9.52282
2017-08-20T21:00:00.000000000Z,9.54378,9.53684
2017-08-21T21:00:00.000000000Z,9.52380,9.51626
2017-08-22T21:00:00.000000000Z,9.51920,9.51216
2017-08-23T21:00:00.000000000Z,9.52300,9.51507
2017-08-24T21:00:00.000000000Z,9.51338,9.48053
2017-08-27T21:00:00.000000000Z,9.53676,9.53070
2017-08-28T21:00:00.000000000Z,9.50825,9.50155
2017-08-29T21:00:00.000000000Z,9.48510,9.47951
2017-08-30T21:00:00.000000000Z,9.45848,9.45100
2017-08-31T21:00:00.000000000Z,9.50136,9.46981
2017-09-03T21:00:00.000000000Z,9.48230,9.46397
2017-09-04T21:00:00.000000000Z,9.50368,9.48386
2017-09-05T21:00:00.000000000Z,9.51350,9.50421
2017-09-06T21:00:00.000000000Z,9.52694,9.51707
2017-09-07T21:00:00.000000000Z,9.55554,9.53526
2017-09-10T21:00:00.000000000Z,9.58038,9.57426
2017-09-11T21:00:00.000000000Z,9.54648,9.53120
2017-09-12T21:00:00.000000000Z,9.55596,9.53915
2017-09-13T21:00:00.000000000Z,9.52450,9.51820
2017-09-14T21:00:00.000000000Z,9.52623,9.50758
2017-09-17T21:00:00.000000000Z,9.52522,9.51157
2017-09-18T21:00:00.000000000Z,9.54603,9.53180
2017-09-19T21:00:00.000000000Z,9.53460,9.52488
2017-09-20T21:00:00.000000000Z,9.52612,9.51340
2017-09-21T21:00:00.000000000Z,9.55666,9.51127
2017-09-24T21:00:00.000000000Z,9.53423,9.52570
2017-09-25T21:00:00.000000000Z,9.57920,9.57260
2017-09-26T21:00:00.000000000Z,9.57539,9.56770
2017-09-27T21:00:00.000000000Z,9.56435,9.55881
2017-09-28T21:00:00.000000000Z,9.64875,9.60071
2017-10-01T21:00:00.000000000Z,9.58950,9.58206
2017-10-02T21:00:00.000000000Z,9.56150,9.55145
2017-10-03T21:00:00.000000000Z,9.53070,9.51673
2017-10-04T21:00:00.000000000Z,9.53853,9.52710
2017-10-05T21:00:00.000000000Z,9.53833,9.50496
2017-10-06T21:00:00.000000000Z,9.53833,9.50496
2017-10-08T21:00:00.000000000Z,9.54456,9.53452
2017-10-09T21:00:00.000000000Z,9.53690,9.52927
2017-10-10T21:00:00.000000000Z,9.54830,9.54145
2017-10-11T21:00:00.000000000Z,9.61160,9.59984
2017-10-12T21:00:00.000000000Z,9.62295,9.56025
2017-10-15T21:00:00.000000000Z,9.56670,9.55333
2017-10-16T21:00:00.000000000Z,9.60080,9.59036
2017-10-17T21:00:00.000000000Z,9.60007,9.59381
2017-10-18T21:00:00.000000000Z,9.63755,9.62610
2017-10-19T21:00:00.000000000Z,9.63326,9.60255
2017-10-20T21:00:00.000000000Z,9.63326,9.60255
2017-10-22T21:00:00.000000000Z,9.63919,9.63088
2017-10-23T21:00:00.000000000Z,9.68004,9.65890
2017-10-24T21:00:00.000000000Z,9.71524,9.70060
2017-10-25T21:00:00.000000000Z,9.73160,9.72485
2017-10-26T21:00:00.000000000Z,9.70840,9.68510
2017-10-29T21:00:00.000000000Z,9.73787,9.72513
2017-10-30T21:00:00.000000000Z,9.75900,9.75415
2017-10-31T21:00:00.000000000Z,9.76366,9.75860
2017-11-01T21:00:00.000000000Z,9.78990,9.78358
2017-11-02T21:00:00.000000000Z,9.79362,9.78600
2017-11-05T22:00:00.000000000Z,9.75402,9.74640
2017-11-06T22:00:00.000000000Z,9.73730,9.72929
2017-11-07T22:00:00.000000000Z,9.72011,9.71450
2017-11-08T22:00:00.000000000Z,9.75717,9.74610
2017-11-09T22:00:00.000000000Z,9.75775,9.73120
2017-11-12T22:00:00.000000000Z,9.79338,9.77050
2017-11-13T22:00:00.000000000Z,9.90800,9.90050
2017-11-14T22:00:00.000000000Z,9.94230,9.93709
2017-11-15T22:00:00.000000000Z,9.89120,9.88161
2017-11-16T22:00:00.000000000Z,9.96632,9.90437
2017-11-19T22:00:00.000000000Z,9.95790,9.94904
2017-11-20T22:00:00.000000000Z,9.90214,9.89150
2017-11-21T22:00:00.000000000Z,9.86740,9.84640
2017-11-22T22:00:00.000000000Z,9.84050,9.82275
2017-11-23T22:00:00.000000000Z,9.90466,9.84798
2017-11-26T22:00:00.000000000Z,9.88775,9.87090
2017-11-27T22:00:00.000000000Z,9.89176,9.88330
2017-11-28T22:00:00.000000000Z,9.92380,9.90916
2017-11-29T22:00:00.000000000Z,9.97630,9.96835
2017-11-30T22:00:00.000000000Z,9.94955,9.92292
2017-12-03T22:00:00.000000000Z,9.99670,9.98454
2017-12-04T22:00:00.000000000Z,9.89885,9.88467
2017-12-05T22:00:00.000000000Z,9.95640,9.94409
2017-12-06T22:00:00.000000000Z,9.99360,9.98642
2017-12-07T22:00:00.000000000Z,9.95321,9.93330
2017-12-10T22:00:00.000000000Z,10.01921,9.99940
2017-12-11T22:00:00.000000000Z,9.92610,9.85110
2017-12-12T22:00:00.000000000Z,9.96187,9.93712
2017-12-13T22:00:00.000000000Z,9.95057,9.92858
2017-12-14T22:00:00.000000000Z,10.01637,9.96730
2017-12-17T22:00:00.000000000Z,9.94424,9.93495
2017-12-18T22:00:00.000000000Z,9.95969,9.94032
2017-12-19T22:00:00.000000000Z,9.97420,9.96300
2017-12-20T22:00:00.000000000Z,9.95697,9.94233
2017-12-21T22:00:00.000000000Z,9.89124,9.84880
2017-12-25T22:00:00.000000000Z,9.90460,9.89485
2017-12-26T22:00:00.000000000Z,9.84610,9.83316
2017-12-27T22:00:00.000000000Z,9.85134,9.84276
2017-12-28T22:00:00.000000000Z,9.86178,9.78678
2018-01-01T22:00:00.000000000Z,9.85450,9.84420
2018-01-02T22:00:00.000000000Z,9.82850,9.81794
2018-01-03T22:00:00.000000000Z,9.82443,9.81350
2018-01-04T22:00:00.000000000Z,9.83265,9.79215
2018-01-07T22:00:00.000000000Z,9.82689,9.80105
2018-01-08T22:00:00.000000000Z,9.83524,9.81180
2018-01-09T22:00:00.000000000Z,9.80608,9.79084
2018-01-10T22:00:00.000000000Z,9.78960,9.77969
2018-01-11T22:00:00.000000000Z,9.84140,9.79649
2018-01-14T22:00:00.000000000Z,9.83257,9.82240
2018-01-15T22:00:00.000000000Z,9.87953,9.83830
2018-01-16T22:00:00.000000000Z,9.81679,9.80440
2018-01-17T22:00:00.000000000Z,9.82321,9.80271
2018-01-18T22:00:00.000000000Z,9.86420,9.80536
2018-01-21T22:00:00.000000000Z,9.83867,9.82560
2018-01-22T22:00:00.000000000Z,9.85190,9.84337
2018-01-23T22:00:00.000000000Z,9.84577,9.82690
2018-01-24T22:00:00.000000000Z,9.82537,9.81680
2018-01-25T22:00:00.000000000Z,9.79398,9.76455
2018-01-28T22:00:00.000000000Z,9.78058,9.76310
2018-01-29T22:00:00.000000000Z,9.79065,9.78213
2018-01-30T22:00:00.000000000Z,9.78762,9.77968
2018-01-31T22:00:00.000000000Z,9.81881,9.79888
2018-02-01T22:00:00.000000000Z,9.87020,9.82437
2018-02-04T22:00:00.000000000Z,9.87375,9.86145
2018-02-05T22:00:00.000000000Z,9.84597,9.83750
2018-02-06T22:00:00.000000000Z,9.92187,9.89946
2018-02-07T22:00:00.000000000Z,9.94972,9.93346
2018-02-08T22:00:00.000000000Z,9.91360,9.88780
2018-02-11T22:00:00.000000000Z,9.91640,9.90820
2018-02-12T22:00:00.000000000Z,9.92001,9.91240
2018-02-13T22:00:00.000000000Z,9.91025,9.89987
2018-02-14T22:00:00.000000000Z,9.92510,9.90796
2018-02-15T22:00:00.000000000Z,9.90376,9.86705
2018-02-18T22:00:00.000000000Z,9.91765,9.89540
2018-02-19T22:00:00.000000000Z,9.99786,9.98161
2018-02-20T22:00:00.000000000Z,9.97760,9.96802
2018-02-21T22:00:00.000000000Z,10.01770,9.99745
2018-02-22T22:00:00.000000000Z,10.07109,10.02755
2018-02-25T22:00:00.000000000Z,10.04410,10.03474
2018-02-26T22:00:00.000000000Z,10.06940,10.05450
2018-02-27T22:00:00.000000000Z,10.11362,10.10680
2018-02-28T22:00:00.000000000Z,10.12649,10.11214
2018-03-01T22:00:00.000000000Z,10.19112,10.14021
2018-03-04T22:00:00.000000000Z,10.19912,10.18430
2018-03-05T22:00:00.000000000Z,10.18640,10.16944
2018-03-06T22:00:00.000000000Z,10.21860,10.21057
2018-03-07T22:00:00.000000000Z,10.19497,10.15790
2018-03-08T22:00:00.000000000Z,10.15295,10.13925
2018-03-11T21:00:00.000000000Z,10.16842,10.16360
2018-03-12T21:00:00.000000000Z,10.18431,10.17606
2018-03-13T21:00:00.000000000Z,10.12445,10.11593
2018-03-14T21:00:00.000000000Z,10.10600,10.03100
2018-03-15T21:00:00.000000000Z,10.08290,10.05786
2018-03-18T21:00:00.000000000Z,10.08213,10.07320
2018-03-19T21:00:00.000000000Z,10.06820,10.06170
2018-03-20T21:00:00.000000000Z,10.10282,10.09078
2018-03-21T21:00:00.000000000Z,10.16209,10.15394
2018-03-22T21:00:00.000000000Z,10.19810,10.17738
2018-03-25T21:00:00.000000000Z,10.19550,10.18695
2018-03-26T21:00:00.000000000Z,10.21427,10.20281
2018-03-27T21:00:00.000000000Z,10.28814,10.27013
2018-03-28T21:00:00.000000000Z,10.28939,10.27637
2018-03-29T21:00:00.000000000Z,10.29835,10.26155
2018-04-01T21:00:00.000000000Z,10.33036,10.31546
2018-04-02T21:00:00.000000000Z,10.30060,10.29218
2018-04-03T21:00:00.000000000Z,10.32100,10.30727
2018-04-04T21:00:00.000000000Z,10.30930,10.29932
2018-04-05T21:00:00.000000000Z,10.31630,10.29223
2018-04-08T21:00:00.000000000Z,10.30835,10.29120
2018-04-09T21:00:00.000000000Z,10.26101,10.25190
2018-04-10T21:00:00.000000000Z,10.30261,10.29030
2018-04-11T21:00:00.000000000Z,10.36820,10.35928
2018-04-12T21:00:00.000000000Z,10.45730,10.43905
2018-04-15T21:00:00.000000000Z,10.42510,10.41456
2018-04-16T21:00:00.000000000Z,10.40400,10.38607
2018-04-17T21:00:00.000000000Z,10.40612,10.39483
2018-04-18T21:00:00.000000000Z,10.38340,10.36822
2018-04-19T21:00:00.000000000Z,10.38990,10.36680
2018-04-22T21:00:00.000000000Z,10.40600,10.39611
2018-04-23T21:00:00.000000000Z,10.41345,10.39924
2018-04-24T21:00:00.000000000Z,10.41940,10.41131
2018-04-25T21:00:00.000000000Z,10.49330,10.47793
2018-04-26T21:00:00.000000000Z,10.51700,10.48714
2018-04-29T21:00:00.000000000Z,10.57312,10.55365
2018-04-30T21:00:00.000000000Z,10.61953,10.60343
2018-05-01T21:00:00.000000000Z,10.69043,10.61543
2018-05-02T21:00:00.000000000Z,10.57632,10.55290
2018-05-03T21:00:00.000000000Z,10.54268,10.50846
2018-05-06T21:00:00.000000000Z,10.54790,10.52096
2018-05-07T21:00:00.000000000Z,10.46730,10.45761
2018-05-08T21:00:00.000000000Z,10.32199,10.31234
2018-05-09T21:00:00.000000000Z,10.31310,10.30360
2018-05-10T21:00:00.000000000Z,10.29514,10.24042
2018-05-13T21:00:00.000000000Z,10.31292,10.30195
2018-05-14T21:00:00.000000000Z,10.28718,10.27585
2018-05-15T21:00:00.000000000Z,10.28810,10.26751
2018-05-16T21:00:00.000000000Z,10.30545,10.29651
2018-05-17T21:00:00.000000000Z,10.31965,10.28569
2018-05-20T21:00:00.000000000Z,10.23176,10.22023
2018-05-21T21:00:00.000000000Z,10.24088,10.23050
2018-05-22T21:00:00.000000000Z,10.26820,10.22364
2018-05-23T21:00:00.000000000Z,10.28147,10.25000
2018-05-24T21:00:00.000000000Z,10.23555,10.19722
2018-05-27T21:00:00.000000000Z,10.26456,10.25020
2018-05-28T21:00:00.000000000Z,10.34518,10.32541
2018-05-29T21:00:00.000000000Z,10.28840,10.26486
2018-05-30T21:00:00.000000000Z,10.31260,10.29891
2018-05-31T21:00:00.000000000Z,10.30499,10.27183
2018-06-03T21:00:00.000000000Z,10.25099,10.24040
2018-06-04T21:00:00.000000000Z,10.26386,10.24490
2018-06-05T21:00:00.000000000Z,10.29329,10.27700
2018-06-06T21:00:00.000000000Z,10.27911,10.24608
2018-06-07T21:00:00.000000000Z,10.27454,10.22406
2018-06-10T21:00:00.000000000Z,10.21500,10.19928
2018-06-11T21:00:00.000000000Z,10.16401,10.14662
2018-06-12T21:00:00.000000000Z,10.15524,10.14300
2018-06-13T21:00:00.000000000Z,10.11980,10.10691
2018-06-14T21:00:00.000000000Z,10.21791,10.18260
2018-06-17T21:00:00.000000000Z,10.25320,10.23776
2018-06-18T21:00:00.000000000Z,10.31441,10.30121
2018-06-19T21:00:00.000000000Z,10.28905,10.27649
2018-06-20T21:00:00.000000000Z,10.32806,10.31325
2018-06-21T21:00:00.000000000Z,10.33932,10.30265
2018-06-24T21:00:00.000000000Z,10.35740,10.34925
2018-06-25T21:00:00.000000000Z,10.35027,10.34070
2018-06-26T21:00:00.000000000Z,10.37609,10.36780
2018-06-27T21:00:00.000000000Z,10.44214,10.42627
2018-06-28T21:00:00.000000000Z,10.46940,10.43050
2018-07-01T21:00:00.000000000Z,10.43950,10.43060
2018-07-02T21:00:00.000000000Z,10.30307,10.28490
2018-07-03T21:00:00.000000000Z,10.24920,10.24025
2018-07-04T21:00:00.000000000Z,10.25714,10.24038
2018-07-05T21:00:00.000000000Z,10.26564,10.22872
2018-07-08T21:00:00.000000000Z,10.26460,10.24037
2018-07-09T21:00:00.000000000Z,10.27534,10.25710
2018-07-10T21:00:00.000000000Z,10.30540,10.29342
2018-07-11T21:00:00.000000000Z,10.35725,10.33989
2018-07-12T21:00:00.000000000Z,10.40133,10.36364
2018-07-15T21:00:00.000000000Z,10.34459,10.32072
2018-07-16T21:00:00.000000000Z,10.31703,10.30344
2018-07-17T21:00:00.000000000Z,10.32395,10.31360
2018-07-18T21:00:00.000000000Z,10.38399,10.36860
2018-07-19T21:00:00.000000000Z,10.40268,10.35256
2018-07-22T21:00:00.000000000Z,10.36324,10.35522
2018-07-23T21:00:00.000000000Z,10.31134,10.29840
2018-07-24T21:00:00.000000000Z,10.27480,10.26528
2018-07-25T21:00:00.000000000Z,10.26600,10.25493
2018-07-26T21:00:00.000000000Z,10.32290,10.27922
2018-07-29T21:00:00.000000000Z,10.24968,10.24005
2018-07-30T21:00:00.000000000Z,10.28130,10.27279
2018-07-31T21:00:00.000000000Z,10.27634,10.26090
2018-08-01T21:00:00.000000000Z,10.30765,10.29680
2018-08-02T21:00:00.000000000Z,10.35539,10.28039
2018-08-05T21:00:00.000000000Z,10.33320,10.32175
2018-08-06T21:00:00.000000000Z,10.34650,10.33267
2018-08-07T21:00:00.000000000Z,10.40319,10.38780
2018-08-08T21:00:00.000000000Z,10.39029,10.37580
2018-08-09T21:00:00.000000000Z,10.42580,10.39826
2018-08-12T21:00:00.000000000Z,10.41196,10.39110
2018-08-13T21:00:00.000000000Z,10.38264,10.36632
2018-08-14T21:00:00.000000000Z,10.45130,10.43458
2018-08-15T21:00:00.000000000Z,10.46410,10.44871
2018-08-16T21:00:00.000000000Z,10.48380,10.45563
2018-08-19T21:00:00.000000000Z,10.51774,10.50215
2018-08-20T21:00:00.000000000Z,10.53244,10.51487
2018-08-21T21:00:00.000000000Z,10.51825,10.50646
2018-08-22T21:00:00.000000000Z,10.55952,10.54684
2018-08-23T21:00:00.000000000Z,10.62720,10.58912
2018-08-26T21:00:00.000000000Z,10.62261,10.61961
